,Date,Network,Impressions,Engagements,Engagement Rate,Post ID
1124,2020-12-27 08:59:00,LinkedIn,2697,63.0,0.02335928809788654,6749005665659969536
1125,2020-01-07 17:11:00,LinkedIn,1926,45.0,0.02336448598130841,6620481788395552768
1127,2020-03-11 12:31:00,LinkedIn,1918,45.0,0.02346193952033368,6643589049078607872
1128,2020-12-10 10:03:00,LinkedIn,2382,56.0,0.023509655751469353,6742861191456157696
1131,2020-05-29 10:58:00,LinkedIn,2282,54.0,0.02366345311130587,6672194293186338816
1135,2020-11-19 11:11:00,LinkedIn,1771,42.0,0.023715415019762844,6735268149958209536
1136,2020-12-01 14:23:00,LinkedIn,3624,86.0,0.023730684326710817,6739665119820693504
1138,2020-05-19 15:35:00,LinkedIn,756,18.0,0.023809523809523808,6668640122721976320
1139,2020-09-24 10:27:00,LinkedIn,2267,54.0,0.023820026466696075,6714948256914374656
1144,2020-02-21 10:05:00,LinkedIn,3126,75.0,0.02399232245681382,6636682052441911296
1145,2020-08-04 09:36:00,LinkedIn,3751,90.0,0.023993601706211676,6696453647175307265
1146,2020-06-23 15:33:00,LinkedIn,6489,156.0,0.024040684234858993,6681323325332975616
1151,2020-01-09 09:05:00,LinkedIn,2985,72.0,0.024120603015075376,6621084272403066880
1152,2020-02-11 18:09:00,LinkedIn,1242,30.0,0.024154589371980676,6633179959382945792
1154,2020-11-11 18:09:00,LinkedIn,2271,55.0,0.024218405988551298,6732474239670198274
1156,2020-12-16 13:05:00,LinkedIn,1483,36.0,0.024275118004045852,6745081322588516352
1158,2020-12-19 11:03:00,LinkedIn,1396,34.0,0.024355300859598854,6746137771733327872
1159,2020-11-14 11:03:00,LinkedIn,1640,40.0,0.024390243902439025,6733454194377936896
1163,2020-05-17 07:27:00,LinkedIn,2164,53.0,0.024491682070240297,6667792655545700352
1169,2020-01-21 17:12:00,LinkedIn,6971,172.0,0.0246736479701621,6625555608567459840
1171,2020-12-22 14:24:00,LinkedIn,5332,132.0,0.024756189047261814,6747275662178033664
1173,2020-04-06 06:56:00,LinkedIn,887,22.0,0.02480270574971815,6652926828241661952
1174,2020-02-26 18:54:00,LinkedIn,1327,33.0,0.024868123587038434,6638627101899661312
1177,2020-01-31 17:41:00,LinkedIn,3975,99.0,0.02490566037735849,6629186652281671680
1182,2020-10-22 10:37:00,LinkedIn,3756,94.0,0.025026624068157616,6725097631632257024
1183,2020-09-10 10:31:00,LinkedIn,1598,40.0,0.025031289111389236,6709875836994117632
1185,2020-07-02 10:31:00,LinkedIn,4707,118.0,0.025069046101550883,6684508820732964864
1189,2020-11-06 09:05:00,LinkedIn,3962,100.0,0.02523977788995457,6730525579973656576
1194,2020-08-07 13:07:00,LinkedIn,3543,90.0,0.02540220152413209,6697593911550054401
1195,2020-02-29 15:52:00,LinkedIn,1653,42.0,0.025408348457350273,6639668463474479104
1198,2020-03-21 12:32:00,LinkedIn,1603,41.0,0.025577043044291953,6647213177962659841
1199,2020-02-11 08:35:00,LinkedIn,819,21.0,0.02564102564102564,6633035517384622080
1200,2020-06-26 17:39:00,LinkedIn,1442,37.0,0.02565880721220527,6682442059900706816
1201,2020-07-17 13:21:00,LinkedIn,1364,35.0,0.025659824046920823,6689987279483752448
1202,2020-04-20 10:38:00,LinkedIn,1322,34.0,0.025718608169440244,6658056132373950464
1207,2020-07-22 16:50:00,LinkedIn,3383,88.0,0.02601241501625776,6691851822237286400
1209,2020-09-11 11:38:00,LinkedIn,1959,51.0,0.026033690658499236,6710255084942561281
1211,2020-04-21 12:13:00,LinkedIn,1571,41.0,0.026098026734563972,6658442439583424512
1218,2020-07-13 12:04:00,LinkedIn,1976,52.0,0.02631578947368421,6688518351402229760
1224,2020-03-02 13:52:00,LinkedIn,6628,176.0,0.026554013277006638,6640363105291509761
1227,2020-08-10 08:37:00,LinkedIn,1537,41.0,0.026675341574495772,6698613118366572544
1228,2020-06-25 13:03:00,LinkedIn,3521,94.0,0.026696961090599262,6682010228994772992
1231,2020-06-18 07:15:00,LinkedIn,2087,56.0,0.026832774317201723,6679385942186438656
1232,2020-07-31 11:34:00,LinkedIn,2681,72.0,0.026855650876538604,6695033783835598848
1234,2020-01-15 08:22:00,LinkedIn,2818,76.0,0.0269694819020582,6623247767563304960
1236,2020-07-17 17:44:00,LinkedIn,5122,139.0,0.027137836782506832,6690053462673248256
1237,2020-04-15 10:36:00,LinkedIn,1399,38.0,0.027162258756254467,6656243692602564608
1239,2020-04-09 14:01:00,LinkedIn,879,24.0,0.027303754266211604,6654120946686930944
1240,2020-05-02 07:36:00,LinkedIn,1022,28.0,0.0273972602739726,6662358977222971392
1242,2020-04-03 11:47:00,LinkedIn,1670,46.0,0.027544910179640718,6651912901684797441
1244,2020-04-16 09:37:00,LinkedIn,1487,41.0,0.02757229320780094,6656591386026086401
1246,2020-06-30 15:36:00,LinkedIn,1659,46.0,0.027727546714888487,6683860658506878976
1251,2020-10-26 09:49:00,LinkedIn,1900,53.0,0.027894736842105264,6726535130388697088
1255,2020-09-29 09:52:00,LinkedIn,2825,79.0,0.027964601769911505,6716751423905914880
1257,2020-05-03 07:07:00,LinkedIn,1425,40.0,0.028070175438596492,6662714068635398144
1261,2020-05-26 15:19:00,LinkedIn,2550,72.0,0.02823529411764706,6671172804810993665
1262,2020-11-09 07:09:00,LinkedIn,2123,60.0,0.02826189354686764,6731583373724282880
1263,2020-02-09 08:21:00,LinkedIn,1096,31.0,0.028284671532846715,6632307208967331840
1264,2020-05-16 14:59:00,LinkedIn,2819,80.0,0.028378857750975522,6667543945846910976
1265,2020-04-21 10:00:00,LinkedIn,599,17.0,0.028380634390651086,6658409104517718016
1267,2020-06-29 12:15:00,LinkedIn,2077,59.0,0.028406355320173327,6683447710797955072
1273,2020-11-05 09:41:00,LinkedIn,2374,68.0,0.02864363942712721,6730172069167939584
1274,2020-08-08 13:03:00,LinkedIn,2269,65.0,0.02864698104892023,6697955281395154944
1275,2020-07-18 11:23:00,LinkedIn,2548,73.0,0.028649921507064365,6690319969277894656
1276,2020-08-13 10:08:00,LinkedIn,3903,112.0,0.028695874967973354,6699723189494288384
1277,2020-08-31 09:50:00,LinkedIn,4248,122.0,0.02871939736346516,6706241645962248192
1280,2020-06-29 10:20:00,LinkedIn,5749,166.0,0.028874586884675597,6683418767474733056
1282,2020-05-16 08:03:00,LinkedIn,1106,32.0,0.028933092224231464,6667439204257161216
1284,2020-09-04 11:20:00,LinkedIn,4749,138.0,0.029058749210360075,6707713843159810048
1287,2020-02-01 15:29:00,LinkedIn,2286,67.0,0.02930883639545057,6629515814674534400
1288,2020-04-03 16:11:00,LinkedIn,2721,80.0,0.02940095553105476,6651979341993512960
1291,2020-03-12 12:06:00,LinkedIn,3968,117.0,0.029485887096774195,6643945146893369346
1292,2020-05-11 11:56:00,LinkedIn,1457,43.0,0.029512697323266987,6665685910857875456
1301,2020-05-08 17:54:00,LinkedIn,1645,49.0,0.029787234042553193,6664688961899892736
1304,2020-11-12 09:47:00,LinkedIn,2258,68.0,0.030115146147032774,6732710308416229376
1305,2020-09-14 09:43:00,LinkedIn,3277,99.0,0.03021055843759536,6711313315961929728
1306,2020-04-30 02:50:00,LinkedIn,993,30.0,0.030211480362537766,6661562227008638976
1307,2020-10-24 11:49:00,LinkedIn,2643,80.0,0.03026863412788498,6725840526849003520
1312,2020-02-09 08:29:00,LinkedIn,6568,200.0,0.030450669914738125,6632309226356248576
1313,2020-11-30 06:45:00,LinkedIn,2980,91.0,0.03053691275167785,6739187499723300864
1316,2020-01-16 09:06:00,LinkedIn,7835,244.0,0.03114231014677728,6623621248733839360
1321,2020-04-22 16:41:00,LinkedIn,414,13.0,0.03140096618357488,6658872252710424576
1322,2020-05-05 12:10:00,LinkedIn,4188,132.0,0.03151862464183381,6663515175368429568
1325,2020-10-02 10:21:00,LinkedIn,3250,104.0,0.032,6717845860463603712
1326,2020-03-30 11:40:00,LinkedIn,5715,183.0,0.032020997375328084,6650461589713620992
1328,2020-08-15 12:59:00,LinkedIn,2491,80.0,0.03211561621838619,6700490991104868352
1329,2020-03-27 11:00:00,LinkedIn,4446,143.0,0.03216374269005848,6649364512367620098
1332,2020-04-08 16:23:00,LinkedIn,1572,51.0,0.03244274809160305,6653794298464661505
1333,2020-05-12 15:18:00,LinkedIn,4988,162.0,0.03247794707297514,6666099123713908736
1346,2020-07-07 15:13:00,LinkedIn,3033,101.0,0.033300362677217275,6686391588186296320
1356,2020-04-14 12:32:00,LinkedIn,1038,35.0,0.03371868978805395,6655910489710833665
1358,2020-10-15 10:35:00,LinkedIn,1743,59.0,0.03384968445209409,6722560417530568704
1360,2020-12-04 13:04:00,LinkedIn,4299,146.0,0.033961386368923006,6740732556267929600
1362,2020-09-05 13:00:00,LinkedIn,2106,72.0,0.03418803418803419,6708101443561369600
1363,2020-06-08 14:21:00,LinkedIn,3386,116.0,0.034258712344949795,6675869319974457344
1366,2020-06-15 11:35:00,LinkedIn,2262,78.0,0.034482758620689655,6678364207131566080
1368,2020-07-05 23:45:00,LinkedIn,1852,64.0,0.03455723542116631,6685795660156936192
1369,2020-10-31 16:28:00,LinkedIn,1705,59.0,0.03460410557184751,6728447450648076288
1370,2020-10-05 10:06:00,LinkedIn,4767,165.0,0.034612964128382634,6718929247316131840
1378,2020-04-24 10:56:00,LinkedIn,735,26.0,0.03537414965986395,6659510207657328641
1379,2020-09-19 12:40:00,LinkedIn,4264,151.0,0.03541275797373358,6713169786995658752
1389,2020-07-25 12:45:00,LinkedIn,2285,82.0,0.03588621444201313,6692877330739802112
1392,2020-01-25 15:33:00,LinkedIn,3270,118.0,0.036085626911314984,6626980106214744064
1393,2020-07-11 11:44:00,LinkedIn,8825,319.0,0.03614730878186969,6687788547359043584
1397,2020-10-30 10:22:00,LinkedIn,6130,224.0,0.0365415986949429,6727992979635732480
1405,2020-08-06 10:14:00,LinkedIn,3758,140.0,0.03725385843533795,6697187985265426432
1419,2020-02-18 18:26:00,LinkedIn,2179,83.0,0.03809086737035337,6635720952049213440
1422,2020-07-29 09:20:00,LinkedIn,4626,178.0,0.038478166882836146,6694275301561761792
1427,2020-03-06 18:16:00,LinkedIn,9274,358.0,0.03860254474875997,6641879034294870016
1429,2020-05-22 15:56:00,LinkedIn,7339,285.0,0.038833628559749284,6669732715505565697
1431,2020-05-01 10:52:00,LinkedIn,1591,62.0,0.03896920175989944,6662045927689330688
1432,2020-03-07 11:45:00,LinkedIn,1437,56.0,0.03897007654836465,6642143050451812352
1436,2020-04-08 12:30:00,LinkedIn,4569,179.0,0.039177062814620266,6653735793770799104
1440,2020-02-20 10:35:00,LinkedIn,1935,76.0,0.03927648578811369,6636327207096721408
1442,2020-06-14 10:54:00,LinkedIn,4229,167.0,0.039489240955308584,6677991486774231040
1455,2020-09-07 09:42:00,LinkedIn,2893,118.0,0.04078810922917387,6708776337886343168
1464,2020-11-13 11:39:00,LinkedIn,9759,405.0,0.04150015370427298,6733100876480827392
1466,2020-09-25 11:32:00,LinkedIn,6350,264.0,0.0415748031496063,6715327014481612800
1486,2020-01-23 09:08:00,LinkedIn,3469,150.0,0.04324012683770539,6626158471593148416
1507,2020-04-28 12:13:00,LinkedIn,4383,195.0,0.044490075290896644,6660979140851830785
1520,2020-12-18 13:34:00,LinkedIn,7868,362.0,0.0460091509913574,6745813390062706688
1535,2020-03-29 11:33:00,LinkedIn,2159,101.0,0.04678091709124595,6650097432522829824
1541,2020-04-17 14:02:00,LinkedIn,3572,169.0,0.04731243001119821,6657020449282752514
1554,2020-06-09 14:34:00,LinkedIn,2397,116.0,0.04839382561535253,6676234917808099328
1556,2020-04-20 06:58:00,LinkedIn,2041,99.0,0.04850563449289564,6658000778537639936
1560,2020-08-20 16:43:00,LinkedIn,5412,264.0,0.04878048780487805,6702359312750260225
1587,2020-04-18 16:48:00,LinkedIn,2059,104.0,0.0505099562894609,6657424462058786816
1611,2020-06-01 19:00:00,LinkedIn,9355,487.0,0.05205772314270444,6673402778234318848
1712,2020-05-09 07:55:00,LinkedIn,3215,191.0,0.0594090202177294,6664900483796340737
1780,2020-06-04 10:45:00,LinkedIn,6376,411.0,0.06446047678795483,6674365360873046016
1882,2020-01-08 09:30:00,LinkedIn,2692,219.0,0.08135215453194651,6620728191583694848
1890,2020-10-10 12:59:00,LinkedIn,3867,320.0,0.08275148694078097,6720784736702349312
1910,2020-04-22 15:58:00,LinkedIn,1814,165.0,0.09095920617420065,6658861468475359232
1916,2020-06-17 16:48:00,LinkedIn,3475,345.0,0.09928057553956834,6679167755226353664
1931,2020-06-11 08:55:00,LinkedIn,3780,454.0,0.1201058201058201,6676874422550446080
1938,2020-05-21 10:53:00,LinkedIn,6120,946.0,0.15457516339869282,6669293968607584256
1941,2020-04-24 18:07:00,LinkedIn,5171,840.0,0.16244440146973507,6659618711005200384
