Date,Post ID,Network,Post Type,Content Type,Profile,Sent by,Link,Post,Linked Content,Impressions,Organic Impressions,Paid Impressions,Reach,Organic Reach,Paid Reach,Potential Reach,Engagement Rate (per Impression),Engagements,Reactions,Likes,Love Reactions,Haha Reactions,Wow Reactions,Sad Reactions,Angry Reactions,Comments,Shares,Saves,Post Link Clicks,Other Post Clicks,Post Clicks (All),Other Engagements,Negative Feedback,Video Views,Organic Video Views,Paid Video Views,Partial Video Views,Organic Partial Video Views,Paid Partial Video Views,Full Video Views,Organic Full Video Views,Paid Full Video Views,Story Taps Back,Story Taps Forward,Story Exits,Tags
4/6/2020 8:10 pm PDT,17877506821582096,Instagram,Post,Photo,academy_of_art,Tiffany Liao,https://www.instagram.com/p/B-qf9Svlvy0/,"#ArtUGoGreen is all about using art to inspire people to protect our earth. Join our movement by tagging us and sharing your best sustainable project with #ArtUGoGreen by April 17. We will announce three winners on #EarthDay, April 22: #linkinbio",,"5,166",,,"4,694",,,,5.3%,276,257,257,,,,,,0,,19,,,,,,,,,,,,,,,,,,contest
12/31/2020 10:59 am PST,82777273087_10158913006548088,Facebook,Post,Link,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10158913006548088/,"The Olympics 🥇 might have been postponed this year, but that didn’t stop @aaupainting instructor and former Olympian Peter Schifrin from unveiling “Olympus Within” at the U.S. Olympic & Paralympic Museum in Colorado Springs, Colo. Full story: https://bit.ly/2WHiJE9",https://bit.ly/2WHiJE9,"14,925","2,535","12,390","10,281","2,477","7,866",,5.3%,798,684,671,9,0,3,0,1,8,9,,45,52,97,,0,,,,,,,,,,,,,"FA, Faculty"
5/23/2020 3:54 pm PDT,17879915875621535,Instagram,Post,Photo,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/CAjEBeQleeH/,Get inspired from amazing works of art from all over the world – virtually! Experience different museum tours from the comfort of your own home!  #linkinbio #museum #museumtours #virtualtour,,"6,545",,,"6,093",,,,5.3%,350,334,334,,,,,,1,,15,,,,,,,,,,,,,,,,,,"Industry Spotlight, Tours, blog, engagement"
4/17/2020 1:41 pm PDT,17875632859617270,Instagram,Post,Photo,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/B_GILxUFkfE/,"Do your part! Continue #socialdistancing and let's stay safe! 📷 titled ""I Feel Lonely"" by @aauphoto Kishan Kumar Kannan.",,"5,059",,,"4,764",,,,5.4%,271,269,269,,,,,,0,,2,,,,,,,,,,,,,,,,,,"PH, student artwork, student life"
1/31/2020 3:07 pm PST,17845692607899060,Instagram,Post,Photo,academy_of_art,Tiffany Liao,https://www.instagram.com/p/B8AHrzal2X0/,"Disruption in fashion is “change”, “re-steering the ship”, and “swimming upstream against the current.” Executive director of @academyufashion @simonungless talks about how he raises the next generation of fashion rebels and more with @notjustalabel: #linkinbio 📷: Art U Graduate Show 2015",,"5,703",,,"5,267",,,,5.4%,306,293,293,,,,,,0,,13,,,,,,,,,,,,,,,,,,FSH
7/17/2020 7:52 pm PDT,17934900841384160,Instagram,Post,Photo,academy_of_art,Tiffany Liao,https://www.instagram.com/p/CCxG-lzlFrF/,"Korean beauty is at the forefront of the innovation in the beauty industry. Heading that movement is @jungsaemmool11, a celebrity makeup artist who is also an #ArtU alumni! She recently met with @koreajoongangdaily_official to discuss how her fine art background shaped her career. Read her story in #linkinbio.",,"5,885",,,"5,526",,,,5.4%,317,303,303,,,,,,0,,14,,,,,,,,,,,,,,,,,,"FA, alumni success"
9/9/2020 10:34 am PDT,17868993487985159,Instagram,Post,Photo,academy_of_art, ,https://www.instagram.com/p/CE7KExTALCR/,"Congratulations to @academyufashion BFA fashion designer Sammy Lee @vvialong
Selected as one of the TOP 100 GRADUATES OF 2020 for the @i_d @artsthread #globaldesigngraduatesshow2020 in partnership with @gucci
.
Go to the link in bio to VOTE!
.
.
Photography @danielle_rueda
Model Joniel @starsmanagement
.
@academyu3ddesign @academyutextiledesign @academyustyling @academyuaccessorydesign @academyuknitweardesign
@academy_of_art
@academyufashionmedia
@academyufashionbusiness
@simonungless
@beyondthefrontrow
#academyofartuniversity #art #alumni #fashiondesigner #fashion #design #style #designer #cfda #fashionblogger #fashionstyle #bfa #mfa #classof2020 #fashionclassof2020 #futureoffashion #graduates #students #gdgs20 #womenswear #sustainability #fashiondesign",,"5,244",,,"4,869",,,,5.4%,283,273,273,,,,,,4,,6,,,,,,,,,,,,,,,,,,"Awards & Honors, FSH, alumni success"
10/1/2020 10:48 am PDT,1311724586027937792,Twitter,Tweet,Photo,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1311724586027937792,#Intober is back and we can't wait to see what you all come up with! Tag us so we can see ad share your work! https://t.co/zaJCCzuuie,https://twitter.com/academy_of_art/status/1311724586027937792/photo/1,"1,221",,,,,,"18,876",5.4%,66,4,4,,,,,,0,1,,,61,61,0,,,,,,,,,,,,,,"engagement, student life"
8/10/2020 7:51 pm PDT,18097848940171255,Instagram,Post,Photo,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/CDu58R3lHWB/,Congratulations to our School of Advertising students and alum who WON at the 2020 ADDYS! How did they take home the big prizes? Full story #linkinbio,,"5,301",,,"4,734",,,,5.4%,287,279,279,,,,,,1,,7,,,,,,,,,,,,,,,,,,"GD, Student success, www"
9/13/2020 5:05 pm PDT,17869977706949107,Instagram,Post,Photo,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/CFGJ-X6lMVl/,"This beautiful necklace is titled ""The Colors of Death"" by School of #Jewelry & #MetalArt's Dhwani Sanghavi. Follow @academyartjem to see more amazing student work!",,"5,090",,,"4,775",,,,5.4%,276,265,265,,,,,,2,,9,,,,,,,,,,,,,,,,,,"JEM, Student Work, spring show"
10/3/2020 5:07 pm PDT,17864432357104233,Instagram,Post,Photo,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/CF5qGeml2lc/,See work by @academyartjem students featured on @klimt02_barcelona! Learn more about these iconic #springshow pieces. Read the feature in #linkinbio,,"6,649",,,"6,312",,,,5.4%,361,348,348,,,,,,1,,12,,,,,,,,,,,,,,,,,,"JEM, alumni success, pr"
3/10/2020 10:19 am PDT,17854773253856823,Instagram,Post,Photo,academy_of_art, ,https://www.instagram.com/p/B9j627GgpIO/,"Repost @warcraft: Your winner in the Character category for the 2019-20 @Warcraft Student Art Contest is Rui-Rou Teo with Tikus the Swift, the cutest cheese-loving herbivore maybe ever. Grats! 🏫 @academy_of_art

#gameart #warcraft #worldofwarcraft #wowstudentartcontest #blizzlife",,"7,546",,,"6,766",,,,5.4%,410,373,373,,,,,,1,,36,,,,,,,,,,,,,,,,,,
4/23/2020 1:23 pm PDT,17880930499574377,Instagram,Post,Carousel,academy_of_art, ,https://www.instagram.com/p/B_Vi97igfMd/,"The winners for our #ArtUGoGreen contest are @freshly.brood, @aerials.artistry, and @zoozoobooka! We are so impressed by how you incorporated sustainability in your work. Great job, and congrats! Read more in #linkinbio!",,"5,040",,,"4,267",,,,5.4%,274,263,263,,,,,,3,,8,,,,,,,,,,,,,,,,,,
7/6/2020 7:47 pm PDT,17958286582331559,Instagram,Post,Photo,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/CCUxqW5lJkT/,"Ever dreamed of creating an animation from scratch? Learn how from @animationandvisualeffects faculty member, Virginie Michel d’Annoville, in her workshop on July 7th, at 7PM PDT. RSVP in #linkinbio",,"6,279",,,"5,884",,,,5.4%,342,326,326,,,,,,3,,13,,,,,,,,,,,,,,,,,,"ANM, Events, workshop"
5/7/2020 7:55 pm PDT,18116385022101611,Instagram,Post,Video,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/B_6S4yylTIy/,"Who was your favorite art teacher? 🤔

Art Education is so much more than just teaching kids! See why Elizabeth Marcial chose the art education degree program at #ArtU and how she has turned her passion into a career! Learn more today #linkinbio",,"3,559",,,"3,284",,,,5.5%,194,173,173,,,,,,2,,19,,,,,,"1,009",,,,,,0,,,,,,"Art Edu, alumni success, video"
11/6/2020 3:46 pm PST,17895366184658563,Instagram,Post,Video,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/CHRKwNcF4tQ/,"Is online art education worth pursuing? 🎨 

Rabah Houali shares how #ArtU online has made art and design education accessible to the world! 

To learn more about our art and design online programs visit #linkinbio",,"3,606",,,"3,221",,,,5.5%,197,179,179,,,,,,2,,16,,,,,,966,,,,,,0,,,,,,Curriculum
2/16/2020 10:51 am PST,17857380553762045,Instagram,Post,Photo,academy_of_art,Tiffany Liao,https://www.instagram.com/p/B8o3GzMFbUI/,Social media has become an integral tool for artists to grow their audience and client base. Here are a few tips from artists that can help build your online presence: #linkinbio,,"7,654",,,"7,036",,,,5.5%,419,398,398,,,,,,7,,14,,,,,,,,,,,,,,,,,,
10/15/2020 5:15 pm PDT,1316895412339511298,Twitter,Tweet,Photo,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1316895412339511298,"So many interpretations of each prompt, the creativity is endless! We love seeing your #inktober posts! Tag us for a chance to be featured 😊 

✍️ by IG's like_lani (Elan Hawkins), jayme_glassman_art (Jayme Glassman Art) and bloomsillustrations (Bloom K. Sprague). https://t.co/usegFuecLF","https://twitter.com/academy_of_art/status/1316895412339511298/photo/1, https://twitter.com/academy_of_art/status/1316895412339511298/photo/1, https://twitter.com/academy_of_art/status/1316895412339511298/photo/1","1,221",,,,,,"18,477",5.5%,67,6,6,,,,,,0,0,,,61,61,0,,,,,,,,,,,,,,"Student Work, engagement"
10/26/2020 4:46 pm PDT,17970951034332213,Instagram,Post,Photo,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/CG01-5aF5-8/,🙌 Congratulations to @AcademyUFashion alum Tranquilino Camarillo @the.tcamarillo whose jumpsuit was featured in @elegantmagazine!,,"4,534",,,"4,365",,,,5.5%,249,243,243,,,,,,0,,6,,,,,,,,,,,,,,,,,,"FSH, alumni success"
1/9/2020 7:58 am PST,18020008261250653,Instagram,Post,Photo,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/B7GtGXoFbqC/,"Want to make it in the world of #advertising? 
#ArtU’s @academyadv students got a taste of the industry at #BootCamp, a competition organized by @TheOneClub, as a way for students to learn how to address actual client issues. Full story #linkinbio",,"5,874",,,"5,195",,,,5.5%,323,318,318,,,,,,0,,5,,,,,,,,,,,,,,,,,,"ADV, Student success, website"
9/9/2020 4:52 pm PDT,17887439206716901,Instagram,Post,Photo,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/CE71T3xFv7Z/,This flawless indoor-outdoor concept was created by @academyart_iad's Darasawin Chumee. See complete portfolio in #linkinbio,,"5,906",,,"5,681",,,,5.5%,325,306,306,,,,,,2,,17,,,,,,,,,,,,,,,,,,"IAD, Student Work, spring show"
12/10/2020 10:03 am PST,18175610860053913,Instagram,Post,Carousel,academy_of_art, ,https://www.instagram.com/p/CIoGky9ADZk/,"We are so proud to announce that @ghostoftsushimathegame won the Player’s Voice Award at @TheGameAwards! Alumni @emreekmekciart is the Senior Character Artist who modeled many characters including the main character, Jin Sakai. Tune into the live award ceremony TODAY (12/10) at 3:30 PM (PST) in #linkinbio.",,"4,662",,,"3,920",,,,5.5%,257,251,251,,,,,,1,,5,,,,,,,,,,,,,,,,,,
1/13/2020 1:40 pm PST,82777273087_10157907990938088,Facebook,Post,Video,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10157907990938088/,"📢 New Year, New You Giveaway! 

The New Year is here - how are your fitness resolutions doing? 🏋️‍♀️

@urban_knights have resolved to giving it their all on the court this year! Follow them to see upcoming games and get inspired by our D2 artist athletes this season! Share this post to be randomly selected to win an Urban Knights shirt by 1/15/20!",https://www.facebook.com/AcademyofArtUniversity/videos/630661657704911/,"4,732","1,446","3,286","4,478","1,398","2,925",,5.5%,261,26,21,5,0,0,0,0,10,5,,26,194,220,,1,996,364,632,515,200,315,481,164,317,,,,"ArtU, athletics, contest"
6/15/2020 5:19 pm PDT,18072131119206819,Instagram,Post,Photo,academy_of_art,Tiffany Liao,https://www.instagram.com/p/CBecCG6l0qc/,Who went to our virtual onsite classes these past spring? We are so happy to see you enjoy and learn something new in art and design!,,"7,503",,,"7,002",,,,5.5%,414,393,393,,,,,,6,,15,,,,,,,,,,,,,,,,,,"ArtU, Online Education, student life"
5/6/2020 1:14 pm PDT,17855746438949739,Instagram,Post,Photo,academy_of_art,Tiffany Liao,https://www.instagram.com/p/B_3AM3aFsJC/,"We are so grateful for all the healthcare workers for doing everything they can to save lives. #ArtU is happy to support medical workers through face shields and handmade masks from students. Read more about the initiative in #linkinbio. 📷: @willmag007
#nationalnursesday",,"5,036",,,"4,744",,,,5.5%,278,273,273,,,,,,1,,4,,,,,,,,,,,,,,,,,,"Academy Cares, engagement"
7/2/2020 10:47 am PDT,17917340023438635,Instagram,Post,Photo,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/CCJgsLKlLVO/,"""Creativity is allowing yourself to make mistakes. Art is knowing which ones to keep.""~Scott Adams

🎨 by School of Game Development’s Benajean Palomo",,"6,983",,,"6,518",,,,5.5%,386,360,360,,,,,,3,,23,,,,,,,,,,,,,,,,,,"GAM, Student Work, WednesdayWisdom"
1/18/2020 1:10 pm PST,17842653652943105,Instagram,Post,Photo,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/B7eb9wHF5Gv/,"Create beautiful, sustainable #outdoor spaces that shape our world 🌎

How, you ask? When you earn a degree from our School of #Landscape #Architecture, you are learning directly from our top-tier advisory board who shape this competitive industry. Don’t miss this opportunity! Sign up today! #linkinbio",,"5,371",,,"4,724",,,,5.5%,297,293,293,,,,,,0,,4,,,,,,,,,,,,,,,,,,"LAN, website"
8/13/2020 4:51 pm PDT,18072183904220903,Instagram,Post,Photo,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/CD2Tu1elFu1/,Don’t wait to earn your degree – get started with us this fall! We have been an art and design online education leader since 2002. See how you can study abroad without leaving your country at #ArtU #linkinbio,,"4,900",,,"4,399",,,,5.5%,271,253,253,,,,,,0,,18,,,,,,,,,,,,,,,,,,"Online Education, blog, fall start, international"
3/17/2020 9:17 am PDT,17871450184620466,Instagram,Post,Photo,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/B911bn3FuOd/,"Although most of us will be staying in this #StPatricksDay, it doesn’t mean you can’t spend it with the ones who love you the most! #pets 📷 by Magdalena Smolnicka",,"5,329",,,"4,991",,,,5.5%,295,285,285,,,,,,0,,10,,,,,,,,,,,,,,,,,,
12/18/2020 3:54 pm PST,17982389326323595,Instagram,Post,Video,academy_of_art,Tiffany Liao,https://www.instagram.com/p/CI9VCzZDbNK/,Grab a cup of warm hot chocolate and feel the festive magic in the air at night with Academy of Art University’s Christmas Tree Stroll at @ghirardellisquare before the end of the year! ✨,,"3,105",,,"2,888",,,,5.5%,172,157,157,,,,,,4,,11,,,,,,731,,,,,,0,,,,,,"Holiday, IDS, Partnership"
9/24/2020 5:09 pm PDT,17852754470263360,Instagram,Post,Photo,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/CFifLbDFSO0/,"Hey returning and new students, how's your fall semester going? Enjoy the September breeze and soak in everything the school has to offer! 

🎨 by #ArtU's @aaufineart's Biju Baek",,"5,499",,,"5,248",,,,5.5%,305,293,293,,,,,,1,,11,,,,,,,,,,,,,,,,,,"FA, Student Work, spring show"
3/20/2020 3:39 pm PDT,17854932112850264,Instagram,Post,Video,academy_of_art, ,https://www.instagram.com/p/B9-PcW8AEdW/,"Repost @academyufashion: To protect our students, @academyufashion announced onsite classes will remain online for Spring Semester. BFA Menswear Design Student @armandojosephcaruso maintains safe social distancing to grab his design patterns to finish his Senior Collection at home. Can’t wait to see your collection come to life! #useyourhands (then wash them well) Go Armando! .
.
.
@academyu3ddesign @academyutextiledesign @academyustyling @academyuaccessorydesign @academyuknitweardesign @academy_of_art
@academyufashionmedia 
@academyufashionbusiness 
@simonungless 
@academy_of_art 
@beyondthefrontrow .
.
.
.
.
.
.
.
.
.
#coronavirus #COVID19 #COVID #elearning #education #learning #onlinelearning #fashionschooldaily #fashionblogger #useyourhands #academyofartuniversity #art #21daychallenge #menswear #mensfashion #fashion #menstyle #style #mensstyle #ootd #streetwear #streetstyle #streetfashion #outfit #model #suit #lifestyle #mensweardaily #instagood #menwithclass",,"5,095",,,"4,626",,,,5.6%,283,271,271,,,,,,0,,12,,,,,,"2,565",,,,,,0,,,,,,
12/23/2020 10:10 am PST,18132330430133071,Instagram,Post,Photo,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/CJJlpWKF9fx/,"Are you ready for the holidays?! ☃️ 🎅🎄

🎨 by #Illustration's @krystallauk",,"3,597",,,"3,360",,,,5.6%,200,196,196,,,,,,0,,4,,,,,,,,,,,,,,,,,,Student Work
10/30/2020 4:54 pm PDT,1322325928224137216,Twitter,Tweet,Photo,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1322325928224137216,Congratulations to #ArtU alum Christian Castaneda for his work on @lucasfilm's #Mandalorian season 2! Who is excited to watch? https://t.co/RZ26Z3H5bN,https://twitter.com/academy_of_art/status/1322325928224137216/photo/1,"1,400",,,,,,"18,477",5.6%,78,9,9,,,,,,0,0,,,69,69,0,,,,,,,,,,,,,,"ANM, alumni success, blockbuster"
2/28/2020 11:45 am PST,17845620664966878,Instagram,Post,Photo,academy_of_art, ,https://www.instagram.com/p/B9H27vCAKYh/,"Bonjour, #ParisFashionWeek! 🇫🇷 Alumni @ryanrocheny ’s ethereal Fall 2020 Ready-To-Wear Collection was shown at Mona Bismarck American Center yesterday. Take a look at her monochromatic ensemble: #linkinbio 📷: Isidore Montag",,"5,519",,,"5,127",,,,5.6%,308,301,301,,,,,,1,,6,,,,,,,,,,,,,,,,,,
8/5/2020 5:13 pm PDT,17902883980508110,Instagram,Post,Photo,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/CDhv45SlquG/,"Recognized in multiple publications en route to her graduation this past spring, @ARTUXC_TF and @AcademyUStyling alumni Latavia Hawkins (@Latavia.Hawkinstyles) is now crafting her brand as a professional fashion stylist. Read more at www.ARTUAthletics.com! #ArtSchool #BeArtistBeAthlete",,"5,017",,,"4,704",,,,5.6%,280,273,273,,,,,,2,,5,,,,,,,,,,,,,,,,,,"FSH, alumni success, athletics"
12/6/2020 7:05 am PST,17918636725498941,Instagram,Post,Photo,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/CIde-rzDb4n/,"May your 🎄  be bright!

""Technology's Promises 23"" by @artu_photo's Greg Beams""",,"5,321",,,"5,151",,,,5.6%,297,293,293,,,,,,0,,4,,,,,,,,,,,,,,,,,,Student Work
1/4/2020 10:02 am PST,82777273087_10157881673908088,Facebook,Post,Link,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10157881673908088/,"Being a standout photographer is more than just taking a 📷

Learn how to capture your unique perspective and get started in the competitive world of photography with our industry guide: https://bit.ly/3918uQg",https://bit.ly/3918uQg,"17,144","2,482","14,662","11,105","2,594","9,028",,5.6%,957,749,666,70,2,10,1,0,2,26,,70,110,180,,1,,,,,,,,,,,,,"Industry Spotlight, PH, blog"
6/25/2020 4:16 pm PDT,82777273087_10158444181533088,Facebook,Post,Photo,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/AcademyofArtUniversity/photos/a.244035553087/10158444181533088/?type=3,"""The purpose of art is washing the dust of daily life off our souls."" ~Pablo Picasso

📷 titled ""Liminal Space: Where the Conscious and the Unconscious Meet to Dance"" by @aauphoto's Kimberley Bermender 

See more #ArtU #SpringShow2020 artists here: https://bit.ly/36E4B2F",https://www.facebook.com/AcademyofArtUniversity/photos/a.244035553087/10158444181533088/?type=3,"15,315","2,306","13,009","10,753","2,006","8,778",,5.6%,855,669,613,41,10,3,1,1,6,35,,8,137,145,,2,,,,,,,,,,,,,"Student Work, WednesdayWisdom, spring show"
7/24/2020 5:12 pm PDT,17859238247066612,Instagram,Post,Photo,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/CDC2PCeFHZE/,"Need help navigating school online? We offer Academic Coaching, English for Art Purposes (EAP), and Mental Health Resources just to name a few.  Check out our list of academic resources designed to help you succeed at #ArtU this fall! #linkinbio",,"5,619",,,"5,273",,,,5.6%,314,306,306,,,,,,0,,8,,,,,,,,,,,,,,,,,,"ArtU, Online Education, blog"
8/24/2020 4:48 pm PDT,17964741481332345,Instagram,Post,Photo,academy_of_art,Tiffany Liao,https://www.instagram.com/p/CESoIaNFedF/,Get a glimpse of the world of concept art through alumni and instructor @vxvinny and guest Aletta Wenas! You’ll learn how to create keyframe paintings for hollywood films and video games from experts in the field. RSVP in #linkinbio to join the workshop tomorrow on August 25 from 7-8PM.,,"4,851",,,"4,588",,,,5.6%,272,263,263,,,,,,0,,9,,,,,,,,,,,,,,,,,,"Faculty, VIS, alumni success, workshop"
11/11/2020 4:07 pm PST,18141230410115368,Instagram,Post,Photo,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/CHeFG0sDNRx/,"Who would love to live in this building? 🙋

Designed by @aauschoolofarchitecture's Yang Xi.",,"4,918",,,"4,541",,,,5.6%,276,261,261,,,,,,3,,12,,,,,,,,,,,,,,,,,,Student Work
3/12/2020 9:54 am PDT,82777273087_10158084822378088,Facebook,Post,Link,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10158084822378088/,What does a lighting artist do exactly...? https://bit.ly/2Iko8Kn,https://bit.ly/2Iko8Kn,"4,880","4,880",0,"4,859","4,859",0,,5.6%,274,58,49,9,0,0,0,0,1,16,,152,47,199,,1,,,,,,,,,,,,,"ANM, Industry Spotlight"
3/27/2020 8:14 am PDT,17932675549363969,Instagram,Post,Photo,academy_of_art,Tiffany Liao,https://www.instagram.com/p/B-PeEz8lI2C/,"Art always has a way to inspire and motivate people in good and rough times. So, get your canvas and paintbrush ready and tune into @aau_fine_art Director @craigzart’s painting livestream today at noon (PDT). #linkinbio
📷: Craig at a previous study abroad program in Assisi, Italy",,"5,128",,,"4,724",,,,5.6%,288,278,278,,,,,,0,,10,,,,,,,,,,,,,,,,,,FA
4/10/2020 2:21 pm PDT,18124443784076855,Instagram,Post,Carousel,academy_of_art, ,https://www.instagram.com/p/B-0LMWuANeH/,Who went to @drawaholic1124 ‘s workshop yesterday? 🙋🏻‍♀️We’re so impressed by all these amazing entries for his #headsketchchallenge! Stay tuned for more digital workshops!,,"6,197",,,"5,169",,,,5.6%,349,334,334,,,,,,4,,11,,,,,,,,,,,,,,,,,,
1/31/2020 5:41 pm PST,17845642822904891,Instagram,Post,Photo,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/B8AZTmBlPq_/,"Art and design is a huge part of our day-to-day life! 
Do you work in art or design? If so, leave a comment below and share with us what you do!",,"6,299",,,"5,673",,,,5.7%,356,345,345,,,,,,5,,6,,,,,,,,,,,,,,,,,,"ArtU, engagement"
8/22/2020 5:07 pm PDT,17896297648565621,Instagram,Post,Photo,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/CENgttAljU-/,ArtU’s @AAULandArch students are helping ideas become reality for a vivid city space: Campton Alley. See their design concepts #linkinbio,,"8,298",,,"7,606",,,,5.7%,469,456,456,,,,,,2,,11,,,,,,,,,,,,,,,,,,"LAN, Student success, website, www"
11/12/2020 2:21 pm PST,82777273087_10158801500333088,Facebook,Post,Photo,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/AcademyofArtUniversity/photos/a.244035553087/10158801500333088/?type=3,Academy of Art University School of Fine Art Painting & Printmaking's Ajin No received 2nd Place for Abstract/Mixed Media at our 2020 Spring Show!,https://www.facebook.com/AcademyofArtUniversity/photos/a.244035553087/10158801500333088/?type=3,"12,469","2,008","10,461","8,323","1,852","6,669",,5.7%,705,559,518,39,0,2,0,0,4,10,,5,127,132,,1,,,,,,,,,,,,,Student Work
10/10/2020 4:50 pm PDT,18126803950143444,Instagram,Post,Photo,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/CGLpuH1FXYc/,"Fine Art 🎨 + Makeup 💄 = #ArtU Alum Jung Saem Mool

See how Jung is taking the Korean makeup scene by storm! #linkinbio",,"5,791",,,"5,335",,,,5.7%,328,317,317,,,,,,2,,9,,,,,,,,,,,,,,,,,,"FA, alumni success, website"
2/11/2020 11:30 am PST,17871184231588956,Instagram,Post,Photo,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/B8cDnB1FVTb/,"Congratulations to #ArtU student Tian Luyang on his first solo exhibit! 🙌

Although Luyang had experience as a professional, it was only when he entered ArtU’s School of Photography that he had the incredible opportunity to showcase his work exclusively! Learn more about his experience #linkinbio",,"5,718",,,"4,924",,,,5.7%,324,320,320,,,,,,0,,4,,,,,,,,,,,,,,,,,,"PH, Student success, website"
8/7/2020 12:04 pm PDT,1291812369845366789,Twitter,Tweet,Photo,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1291812369845366789,"We know you’ve been making beautiful #quarantine art at home this summer and now it your time to share it for a chance to win an art deluxe kit! Tag your work with #ArtUatHome by Aug 21st for your chance to win!🎨🏠

📷 by christina.jungin, jayme_glassman_art and y_a_e_l_z https://t.co/PNTpbBHxKR","https://twitter.com/academy_of_art/status/1291812369845366789/photo/1, https://twitter.com/academy_of_art/status/1291812369845366789/photo/1, https://twitter.com/academy_of_art/status/1291812369845366789/photo/1","1,462",,,,,,"20,004",5.7%,83,7,7,,,,,,0,3,,,73,73,0,,,,,,,,,,,,,,"artuathome, contest, engagement, ugc"
3/10/2020 8:09 am PDT,18090407404146732,Instagram,Post,Photo,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/B9jr_DOFdlT/,"WE 👏ARE 👏HERE 👏FOR 👏THIS 👏

#Sustainable design isn’t just a trend, it’s the new standard. Find out how different industries are adopting #ecofriendlier practices #linkinbio",,"6,583",,,"6,061",,,,5.7%,374,361,361,,,,,,0,,13,,,,,,,,,,,,,,,,,,"Industry Spotlight, blog"
2/23/2020 10:15 am PST,82777273087_10158032964483088,Facebook,Post,Link,Academy of Art University,Tiffany Liao,https://www.facebook.com/82777273087/posts/10158032964483088/,"In honor of #BlackHistoryMonth, we want to thank all of our African-American faculty, staff, students, and alumni for their contributions. Read our note of gratitude: https://bit.ly/2SpUxnz",https://bit.ly/2SpUxnz,"14,885","2,209","12,676","10,196","2,152","8,216",,5.7%,849,703,612,83,4,3,0,1,13,29,,26,78,104,,1,,,,,,,,,,,,,
12/17/2020 7:06 am PST,17860691009278532,Instagram,Post,Photo,academy_of_art,Jennifer Sacoolas,https://www.instagram.com/p/CI5z0BBgyYd/,Congratulations 🎉 to School of Illustration's @sooophieleu for being Society of Illustrators Finalist Creative Quarterly Winner!,,"3,940",,,"3,720",,,,5.7%,225,218,218,,,,,,2,,5,,,,,,,,,,,,,,,,,,"Awards & Honors, Student Work"
11/1/2020 7:14 am PST,1322919843771932675,Twitter,Tweet,Photo,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1322919843771932675,Great work by @ARTUSoftball giving back to the community by cleaning up the beach this morning! 👏 #ArtSchool https://t.co/q0bVppKs6L,https://twitter.com/academy_of_art/status/1322919843771932675/photo/1,"1,691",,,,,,"21,254",5.7%,97,15,15,,,,,,0,2,,,80,80,0,,,,,,,,,,,,,,"Academy Cares, ArtU, athletics, engagement"
