Date,Post ID,Network,Post Type,Content Type,Profile,Sent by,Link,Post,Linked Content,Impressions,Organic Impressions,Paid Impressions,Reach,Organic Reach,Paid Reach,Potential Reach,Engagement Rate (per Impression),Engagements,Reactions,Likes,Love Reactions,Haha Reactions,Wow Reactions,Sad Reactions,Angry Reactions,Comments,Shares,Saves,Post Link Clicks,Other Post Clicks,Post Clicks (All),Other Engagements,Negative Feedback,Video Views,Organic Video Views,Paid Video Views,Partial Video Views,Organic Partial Video Views,Paid Partial Video Views,Full Video Views,Organic Full Video Views,Paid Full Video Views,Story Taps Back,Story Taps Forward,Story Exits,Tags
5/11/2020 8:53 am PDT,6665639902232879104,LinkedIn,Post,Link,Academy of Art University, ,https://linkedin.com/feed/update/urn:li:activity:6665639902920740865,Learn more about our online and virtual onsite classes.,https://getstarted.academyart.edu/application/learn-online-onsite/accredited-programs/,72,,,,,,,-15.3%,-11,-11,-11,,,,,,0,0,,0,,0,,,,,,,,,,,,,,,"Online Education, summer start"
5/11/2020 8:52 am PDT,6665639836776562688,LinkedIn,Post,Link,Academy of Art University, ,https://linkedin.com/feed/update/urn:li:activity:6665639837451845632,Learn more about our online and virtual onsite classes.,https://getstarted.academyart.edu/application/learn-online-onsite/accredited-programs/,68,,,,,,,-14.7%,-10,-9,-9,,,,,,0,-1,,0,,0,,,,,,,,,,,,,,,"Online Education, summer start"
5/29/2020 10:19 am PDT,1266418782920196097,Twitter,Tweet,Link,academy_of_art,Tiffany Liao,https://twitter.com/academy_of_art/status/1266418782920196097,PaperMag and @CFDA just named @AcademyUFashion’s Kenneth Brody McCasland as one of the five fashion school grads you need to know! Read more about his collection inspired by lucid dreams: https://t.co/rZMptoXNzd,https://bit.ly/2X80GYS,243,,,,,,,0%,0,0,0,,,,,,0,0,,0,0,0,0,,,,,,,,,,,,,,"FSH, Student success"
5/4/2020 9:56 pm PDT,1257534488323723265,Twitter,Tweet,Link,academy_of_art,Tiffany Liao,https://twitter.com/academy_of_art/status/1257534488323723265,Don't miss the 3D draping workshop tomorrow with @academyufashion's associate director Rob Curry! Learn how to create beautiful silhouettes with fabrics and shadows tomorrow at 7PM (PDT): https://t.co/cR1EvLnUmC,https://bit.ly/35wpvjI,"1,274",,,,,,"18,565",0%,0,0,0,,,,,,0,0,,0,0,0,0,,,,,,,,,,,,,,"FSH, Faculty, workshop"
4/3/2020 1:36 pm PDT,1246174636712308738,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1246174636712308738,Congratulations 👏 to #ArtU’s @AAULandArch student and alumna who were recognized in the 2020 AIA Awards for making a difference in the Bay Area. https://t.co/iTqPXljEPm,https://bit.ly/2WcAlsu,852,,,,,,"18,561",0%,0,0,0,,,,,,0,0,,0,0,0,0,,,,,,,,,,,,,,"LAN, Student success, alumni success, blog"
1/31/2020 1:48 pm PST,82777273087_10157964614048088,Facebook,Post,Video,Academy of Art University, ,https://www.facebook.com/82777273087/posts/10157964614048088/,Walking into the first week of class and knowing you're going to knock this term out! #FridayFeeling,https://www.facebook.com/AcademyofArtUniversity/videos/636283910534264/,29,29,0,28,28,0,,0%,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,4,4,0,0,0,0,4,4,0,,,,
1/4/2020 5:40 pm PST,1213636231487205377,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1213636231487205377,"Being a standout photographer is more than just taking a 📷

Learn how to capture your unique perspective and get started in the competitive world of photography with our industry guide: https://t.co/s796N29U0L",https://bit.ly/36Ufgp2,"2,111",,,,,,"19,501",0%,1,1,1,,,,,,0,0,,0,0,0,0,,,,,,,,,,,,,,"Industry Spotlight, PH, blog"
3/7/2020 10:52 pm PST,1236545184940392448,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1236545184940392448,"Weekend Read – It’s Awards Season in the Entertainment Arts

Get caught up on the latest award ceremonies, winners, and why they matter: https://t.co/XUcDBXvZlX",https://bit.ly/2SLcvlO,"1,989",,,,,,"18,582",0.1%,1,1,1,,,,,,0,0,,0,0,0,0,,,,,,,,,,,,,,"Industry Spotlight, art bundle, blog, entertainment arts"
2/29/2020 10:25 am PST,1233820485558951936,Twitter,Tweet,Text,academy_of_art,Tiffany Liao,https://twitter.com/academy_of_art/status/1233820485558951936,It's Saturday! ☀️What's your favorite art and design activity to do on the weekends?,,"1,527",,,,,,"18,554",0.1%,1,0,0,,,,,,0,0,,,1,1,0,,,,,,,,,,,,,,
4/16/2020 10:10 am PDT,1250833861916884996,Twitter,Tweet,Photo,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1250833861916884996,"What does the earth mean to you? Tag us and use #ArtUGoGreen to share your best sustainable project and potentially win a prize. Submit by April 17 and winners will be announced on #EarthDay, April 22. https://t.co/w8uXkKiP5U https://t.co/EOXayjNGKk","https://bit.ly/3dOuMqO, https://twitter.com/academy_of_art/status/1250833861916884996/photo/1","1,254",,,,,,"18,539",0.1%,1,0,0,,,,,,0,0,,0,1,1,0,,,,,,,,,,,,,,
2/22/2020 5:41 pm PST,1231393488228536325,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1231393488228536325,How are films chosen for the #SundanceFilmFestival? Learn more about this important award festival here: https://t.co/cJsPu7Xs8b,https://bit.ly/2Oxedof,"1,253",,,,,,"18,561",0.1%,1,0,0,,,,,,0,0,,0,1,1,0,,,,,,,,,,,,,,"Industry Spotlight, MPTV, blog"
4/15/2020 4:20 pm PDT,1250564619376230403,Twitter,Tweet,Video,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1250564619376230403,"This episode of #CreativeMind is with Game Development UI/UX Lead Greg Eichholzer!!

Greg has  developed a lot of interfaces, he is going to share some great tips and tricks to help you develop a good UI/UX for your games! Listen in now: https://t.co/0nBizZEXlu https://t.co/rS8wmf54J0","https://bit.ly/2vuWkQR, https://twitter.com/academy_of_art/status/1250564619376230403/video/1","1,206",,,,,,"18,539",0.1%,1,0,0,,,,,,0,0,,0,1,1,0,,64,,,,,,,,,,,,"GAM, creative mind, faculty success"
4/13/2020 10:15 pm PDT,1249929128415019009,Twitter,Tweet,Photo,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1249929128415019009,"What does the earth mean to you? Tag us and use #ArtUGoGreen to share your best sustainable project and potentially win a prize. Submit by April 17 and winners will be announced on #EarthDay, April 22. https://t.co/w8uXkKiP5U https://t.co/1Y4jwoIbnL","https://bit.ly/3dOuMqO, https://twitter.com/academy_of_art/status/1249929128415019009/photo/1","1,191",,,,,,"18,547",0.1%,1,0,0,,,,,,0,0,,0,1,1,0,,,,,,,,,,,,,,contest
4/4/2020 6:42 pm PDT,1246614030372024320,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1246614030372024320,"Get caught up on some of the best #weekendreads in game development! 

From tabletop #RPGs to hyper-realistic #VR #gameplays, let’s take a trip down memory lane as we examine the growth of game development throughout time. https://t.co/4yZJMTwnzP",https://bit.ly/33ryHVK,983,,,,,,"18,568",0.1%,1,0,0,,,,,,0,0,,0,1,1,0,,,,,,,,,,,,,,"GAM, blog, weekend read"
4/3/2020 1:37 pm PDT,1246174889419182080,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1246174889419182080,"From his service in the U.S. Air Force to his current BFA candidacy in the Academy’s graphic design school, Drew Gaerlan continues his self-improvement. https://t.co/DjussIKuq6",https://bit.ly/2wbNojE,908,,,,,,"18,561",0.1%,1,0,0,,,,,,0,0,,1,0,1,0,,,,,,,,,,,,,,"GD, military, website"
1/7/2020 8:44 am PST,1214588508532289537,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1214588508532289537,"Do you know the difference between interior design and interior architecture? Well, the latter could earn you over 20k more a year. Learn how specialization could make a big difference in this industry: https://t.co/rO0Ob5HWJS",https://bit.ly/37xprAd,"2,629",,,,,,"18,284",0.1%,3,1,1,,,,,,0,0,,0,2,2,0,,,,,,,,,,,,,,"IAD, Industry Spotlight, blog"
4/12/2020 5:55 am PDT,1249320113872003072,Twitter,Tweet,Link,academy_of_art,Tiffany Liao,https://twitter.com/academy_of_art/status/1249320113872003072,"LIVE NOW: The Great Wall of China, @MuseeLouvre, @sandiegozoo, and more! Find out more places you can visit in the comfort of your own home (couch or bed): https://t.co/upi29hKd7V",https://cnn.it/39n5ooH,849,,,,,,"18,551",0.1%,1,0,0,,,,,,0,0,,0,1,1,0,,,,,,,,,,,,,,
2/12/2020 10:21 am PST,1227658883562426370,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1227658883562426370,Landing that career-changing role starts from nailing the audition. Check out these audition tips from our Award-Winning Acting School Executive Director Jana Sue Memel!  https://t.co/Bisl6Z29kT,https://bit.ly/2RB4HT2,"1,612",,,,,,"18,342",0.1%,2,2,2,,,,,,0,0,,0,0,0,0,,,,,,,,,,,,,,"ACT, Industry Spotlight, blog"
2/17/2020 6:25 pm PST,1229592623717003264,Twitter,Tweet,Link,academy_of_art,Tiffany Liao,https://twitter.com/academy_of_art/status/1229592623717003264,"Designs take time to refine and finalize. After their big presentations last week, students taking part in the @Subaru projectare ready to improve their designs. Catch up with episode four: “Bringing Design to Life” of the Subaru Project series! https://t.co/Jd3A7Li15C",https://bit.ly/2SAOqhu,"1,569",,,,,,"18,353",0.1%,2,0,0,,,,,,0,1,,1,0,1,0,,,,,,,,,,,,,,IDS
4/22/2020 7:00 pm PDT,1253141670121570306,Twitter,Tweet,Video,academy_of_art,Tiffany Liao,https://twitter.com/academy_of_art/status/1253141670121570306,"Happy 50th birthday, #EarthDay! 🌎 Change doesn't happen over night but we're incredibly happy to see students leading the way in sustainability through their designs. Explore all green innovations: https://t.co/cdYpI4WsRd https://t.co/sy7QDabwwT","https://bit.ly/34oiUYn, https://twitter.com/academy_of_art/status/1253141670121570306/video/1","1,519",,,,,,"18,547",0.1%,2,1,1,,,,,,0,0,,0,1,1,0,,65,,,,,,,,,,,,"FSH, IDS"
11/25/2020 6:50 am PST,1331611121405620224,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1331611121405620224,"We are so proud of #ArtU alumna Elham Sepehrjou for her work as a 3D animator and visualization artist in @SpiderManMovie,  @Avengers #Endgame, @MenInBlack #International, and more! Read more about her story here:  https://t.co/TCsAFsf2BR",https://bit.ly/3kYQNW7,678,,,,,,"18,464",0.1%,1,0,0,,,,,,0,0,,1,0,1,0,,,,,,,,,,,,,,Student Work
2/21/2020 5:28 pm PST,1231027829070061574,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1231027829070061574,.@HERMusicx rocked the stage at the 62nd Grammys on an eye-catching digital grand piano designed by #ArtU industrial design grad Jong Chan Kim!! His story: https://t.co/VyZcpZxvuq,https://bit.ly/31tr3cd,"1,242",,,,,,"18,558",0.2%,2,1,1,,,,,,0,0,,1,0,1,0,,,,,,,,,,,,,,"Industry Spotlight, blog"
4/3/2020 1:55 pm PDT,1246179424183205888,Twitter,Tweet,Photo,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1246179424183205888,"📣Students! You know #ArtU offers students resources, but did you know we offer career services, networking and employment opportunities all ONLINE? Find out more: https://t.co/12soECTqw3 https://t.co/AQ5oL9khYW","https://bit.ly/3bPYSbK, https://twitter.com/academy_of_art/status/1246179424183205888/photo/1","1,235",,,,,,"18,561",0.2%,2,0,0,,,,,,0,0,,0,2,2,0,,,,,,,,,,,,,,
4/16/2020 10:19 am PDT,1250836106838491139,Twitter,Tweet,Photo,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1250836106838491139,"Many universities have had to moved their courses online, but #ArtU has had an online education program since 2002 and our students didn’t miss a beat! Learn more about how we prepare our students for success online: https://t.co/AsyPad8G2W https://t.co/oLtHKKw8ui","https://bit.ly/2JvFFzN, https://twitter.com/academy_of_art/status/1250836106838491139/photo/1","1,219",,,,,,"18,539",0.2%,2,0,0,,,,,,0,0,,1,1,2,0,,,,,,,,,,,,,,"ArtU, online"
5/5/2020 1:33 pm PDT,1257770298180591616,Twitter,Tweet,Photo,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1257770298180591616,"Are you looking to be inspired by an art podcast? Good news, we have compiled a list and picked the best for artists and designers such as #thejealouscurator @acaststories @nprfreshair @leanintoart #creativemind! Full story here: https://t.co/dAKfovYVrb https://t.co/70qMaKrC3d","https://bit.ly/3arRi5W, https://twitter.com/academy_of_art/status/1257770298180591616/photo/1","1,762",,,,,,"18,638",0.2%,3,0,0,,,,,,0,1,,1,1,2,0,,,,,,,,,,,,,,"Industry Spotlight, blog, creative mind"
3/19/2020 8:32 am PDT,82777273087_10158108398363088,Facebook,Post,Link,Academy of Art University,Jennifer Sacoolas,https://www.facebook.com/82777273087/posts/10158108398363088/,"Did you see our @Subaru series? The School of Industrial Design, along with other participating departments, were tasked to answer one question: What will Subaru look like in 2030? Watch all the episodes to see innovation at its best! https://bit.ly/3cNk2Zg",https://bit.ly/3cNk2Zg,"1,733","1,733",0,"1,539","1,539",0,,0.2%,3,0,0,0,0,0,0,0,0,0,,1,2,3,,1,,,,,,,,,,,,,"IDS, Industry Spotlight, Student success, video"
1/19/2020 7:16 am PST,1218915017103421440,Twitter,Tweet,Link,academy_of_art,Tiffany Liao,https://twitter.com/academy_of_art/status/1218915017103421440,A breathtaking true story of an Austrian family fighting against the Nazis. @AcademyArtUNews interviewed @AHiddenLifeFilm's main actresss Valerie Pachner about how nature helped bring her character to life. Read all about it: https://t.co/06kyF17l5u,https://bit.ly/35gSh6k,"2,252",,,,,,"19,542",0.2%,4,2,2,,,,,,0,1,,0,1,1,0,,,,,,,,,,,,,,artu news
3/6/2020 4:03 pm PST,1236079872134590464,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1236079872134590464,"Want to make a lasting impression on stage? Become a costume designer! 

Learn the intricacies of costume design at #ArtU’s @AcademyUFashion School! https://t.co/3kzSSmklch",https://bit.ly/2SIIGlS,"2,162",,,,,,"18,579",0.2%,4,0,0,,,,,,0,0,,0,4,4,0,,,,,,,,,,,,,,"FSH, Industry Spotlight, blog"
5/19/2020 4:09 pm PDT,1262882989689786370,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1262882989689786370,"#ArtU’s Weekly Roundup is HERE! Spring Show + virtual workshops + updates about the upcoming semester, take a look at everything going on at #ArtU! https://t.co/XbiqZ1yu1p",https://bit.ly/3g5jMGz,"1,579",,,,,,"18,552",0.2%,3,0,0,,,,,,0,1,,1,1,2,0,,,,,,,,,,,,,,"Events, artu news, blog, spring show, workshop"
2/29/2020 5:24 pm PST,1233925925273821184,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1233925925273821184,"Devin Williams was a @artubasketball player for @Urban_Knights. Today, with the help of his multimedia degree, he is a @YouTube sensation for basketball fans! His story: https://t.co/QNZgvegb6W",https://bit.ly/2SnOctQ,"1,544",,,,,,"18,555",0.2%,3,0,0,,,,,,0,0,,0,3,3,0,,,,,,,,,,,,,,"COM, athletics, blog"
1/21/2020 5:27 pm PST,1219793586100809728,Twitter,Tweet,Video,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1219793586100809728,"We Have 100k Followers on #LinkedIn!!

Thank you to everyone who has made #ArtU a part of your network!

If you're not following us yet, you should! https://t.co/UzP9p3Qqre",https://twitter.com/academy_of_art/status/1219793586100809728/video/1,"3,204",,,,,,"18,294",0.2%,7,4,4,,,,,,0,0,,,3,3,0,,105,,,,,,,,,,,,"ArtU, Social Media Management"
3/12/2020 10:40 am PDT,1238157825341296640,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1238157825341296640,Can not get enough of #ArtU Illustration MFA alumna Marisa Ware’s paper sculptures! See her work here: https://t.co/TAsJ0FpKjG,https://bit.ly/2HYK9y3,"1,824",,,,,,"18,639",0.2%,4,0,0,,,,,,0,1,,2,1,3,0,,,,,,,,,,,,,,"ILL, alumni success, website"
3/28/2020 11:49 pm PDT,1244154574719549440,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1244154574719549440,What does it take to be an influential composer? 🎵  Ask these incredible 7 women role models: https://t.co/dk1X0LmCl7 #WomensHistoryMonth,https://bit.ly/3aORmxi,883,,,,,,"18,566",0.2%,2,0,0,,,,,,0,0,,0,2,2,0,,,,,,,,,,,,,,"Holiday, Industry Spotlight, MUS, blog"
10/21/2020 8:15 am PDT,1318933851419385856,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1318933851419385856,"Want to be a better at figure drawing? Of course, you do! Here are some figuring drawing basics and helpful tips for you to be your best!  https://t.co/T3cNZSvonj",https://bit.ly/3lP48B6,810,,,,,,"18,476",0.2%,2,0,0,,,,,,0,0,,1,1,2,0,,,,,,,,,,,,,,"Curriculum, FA, Industry Spotlight"
5/3/2020 7:54 am PDT,1256960213502038016,Twitter,Tweet,Link,academy_of_art,Tiffany Liao,https://twitter.com/academy_of_art/status/1256960213502038016,Time to up your study game! Incorporate these learn-from-home tips to your regular routine: https://t.co/IbiG6wACKH,https://bit.ly/35bqjKS,"1,209",,,,,,"18,567",0.2%,3,0,0,,,,,,0,0,,2,1,3,0,,,,,,,,,,,,,,"Industry Spotlight, Online Education, blog"
5/18/2020 9:59 pm PDT,1262608673496580097,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1262608673496580097,"Are you a #McQueenCreator? We are! 🙌

See how @AcademyUFashion’s Executive Director collaborated with one of the most iconic fashion brands @McQueen to spread creativity during these quarantined times. Full interview here: https://t.co/9gWnSiZZNP",https://bit.ly/2zEp2jI,"1,597",,,,,,"18,634",0.3%,4,0,0,,,,,,0,1,,1,2,3,0,,,,,,,,,,,,,,"FSH, Faculty, Industry Spotlight, blog"
4/1/2020 11:27 am PDT,1245417399534395393,Twitter,Tweet,Link,academy_of_art,Tiffany Liao,https://twitter.com/academy_of_art/status/1245417399534395393,"“All we're ever asking for is the opportunity to do the job.” As one of the first Asian American broadcast journalists, @AcademyArtCOM Director Jan Yanehiro shares her thoughts on equal opportunities in the art and design community. https://t.co/7fqbjwnepg",https://bit.ly/33ZBPse,797,,,,,,"18,559",0.3%,2,0,0,,,,,,0,0,,0,2,2,0,,,,,,,,,,,,,,"COM, Women's Day, faculty success"
4/28/2020 10:51 am PDT,1255192815891632133,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1255192815891632133,We are so proud of our students and instructors for giving back to the community by using #3Dprinters to create face shields for the #COVID-19 front-liner medical workers. See how #ArtU students are making a difference: https://t.co/3QWnwT4pl3,https://bit.ly/2KmPwZ9,"1,171",,,,,,"20,422",0.3%,3,1,1,,,,,,0,1,,1,0,1,0,,,,,,,,,,,,,,"IDS, Student success, faculty success, website"
12/31/2020 4:14 pm PST,1344798998901780485,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1344798998901780485,"Have you seen our Winter Show? From reimagining house plants to futuristic automotive designs, check out amazing industrial design student work here: https://t.co/khfYVHKhhE",https://bit.ly/3rgebCR,779,,,,,,"18,451",0.3%,2,0,0,,,,,,0,0,,1,1,2,0,,,,,,,,,,,,,,"IDS, Student Work, video"
4/13/2020 5:27 pm PDT,1249856652494454784,Twitter,Tweet,Photo,academy_of_art,Tiffany Liao,https://twitter.com/academy_of_art/status/1249856652494454784,"Calling all creatives: Our earth day contest is coming to an end in 4 days! Share your best sustainable design/idea by tagging us and using #ArtUGoGreen to win a prize. Winners will be announced on #EarthDay, April 22. https://t.co/w8uXkKiP5U https://t.co/PEmcL9JdNf","https://bit.ly/3dOuMqO, https://twitter.com/academy_of_art/status/1249856652494454784/photo/1","1,156",,,,,,"18,548",0.3%,3,0,0,,,,,,0,0,,0,3,3,0,,,,,,,,,,,,,,contest
4/25/2020 11:28 pm PDT,1254296150863118342,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1254296150863118342,"The world of entertainment arts has it all! From the best to the worst, the reel and the real, mainstream and indie, there’s something for everybody! Get caught up on everything entertainment arts here: https://t.co/fX4OvYuE1f",https://bit.ly/34lds8B,"1,146",,,,,,"18,557",0.3%,3,0,0,,,,,,0,0,,1,2,3,0,,,,,,,,,,,,,,"blog, entertainment arts, weekend read"
10/19/2020 4:48 pm PDT,1318338144484397056,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1318338144484397056,"TOMORROW at 7pm learn how people-centered design empowers individual designers to create products, services, systems, and experiences that solve problems by addressing the core needs of people in crisis with @AAU_GD's with Phil Hamlett! More info: https://t.co/BOgPrS7ayA",https://bit.ly/3k4XC8Y,759,,,,,,"18,471",0.3%,2,1,1,,,,,,0,0,,1,0,1,0,,,,,,,,,,,,,,"Events, Faculty, GD, workshop"
11/5/2020 3:00 pm PST,82777273087_10158785186668088,Facebook,Post,Text,Academy of Art University, ,https://www.facebook.com/82777273087/posts/10158785186668088/,"Episode 4 of 6. The teams have pitched their best ideas to Subaru, and are ready to refine, finalize, and implement their designs as a cohesive story. Students describe the challenges and surprises they have experienced while developing their storyboards, clay models, UX/UI, and advertising materials. A professional sculptor from Subaru’s studio visits and provides tips on how to bring a design to life.",,"1,122","1,122",0,"1,029","1,029",0,,0.3%,3,0,0,0,0,0,0,0,0,0,,,3,3,,1,,,,,,,,,,,,,"Partnership, Student Work"
11/12/2020 3:45 pm PST,1327034717049327616,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1327034717049327616,"“You never really know what you are going to get,” says Robert Revels. “To be a working illustrator you have to be open to opportunities.” Listen to how this #ArtU alum created a network for success: https://t.co/sQEx82ejXN",https://bit.ly/32jWEyZ,"1,103",,,,,,"34,186",0.3%,3,2,2,,,,,,0,1,,0,0,0,0,,,,,,,,,,,,,,alumni success
6/17/2020 4:09 pm PDT,1273392295916851202,Twitter,Tweet,Video,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1273392295916851202,Listen to #ArtU’s podcast #CreativeMind and find out everything about everything that has to do with Footwear and Accessory Design! This newly launched track of @AcademyUFashion is here to stay! Listen now: https://t.co/9pin90OU6G https://t.co/xv3MG5r8bQ,"https://bit.ly/3ea7DyC, https://twitter.com/academy_of_art/status/1273392295916851202/video/1","1,084",,,,,,"18,498",0.3%,3,0,0,,,,,,0,0,,0,3,3,0,,86,,,,,,,,,,,,"Curriculum, FSH, creative mind"
1/9/2020 5:56 am PST,1215271003787579396,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1215271003787579396,"Want to make it in the world of advertising? 

#ArtU’s School of Advertising students got a taste of the industry at Boot Camp, a competition organized by @TheOneClub,  as a way for students to learn how to address actual client issues. Full story: https://t.co/fvhkQyTyRK",https://bit.ly/2QKRF3y,"5,325",,,,,,"78,924",0.3%,15,3,3,,,,,,1,1,,5,5,10,0,,,,,,,,,,,,,,"ADV, Student success, website"
11/16/2020 3:54 pm PST,1328486514637103110,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1328486514637103110,Join School of Game Development Executive Director David Goodwine and his team November 24th at 7PM to get a behind-the-scenes look at what it takes to make a video game in today’s world and share his creative journey. RSVP here: https://t.co/T1hUSWhAw2,https://bit.ly/3nhKa2O,"1,047",,,,,,"18,462",0.3%,3,0,0,,,,,,0,0,,3,0,3,0,,,,,,,,,,,,,,Events
3/22/2020 9:10 am PDT,1241759053057077248,Twitter,Tweet,Photo,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1241759053057077248,"The Rookies ranks #ArtU as one of the top art &amp; design schools worldwide! Find out why! Whether you are pursuing a Bachelors, Masters, or are interested in Personal Enrichment, get your degree onsite or 100% online in one of our accredited degree programs: https://t.co/toSsvye8t1 https://t.co/kiJhqHoms3","https://bit.ly/2WdT72O, https://twitter.com/academy_of_art/status/1241759053057077248/photo/1","1,744",,,,,,"18,579",0.3%,5,0,0,,,,,,0,0,,0,5,5,0,,,,,,,,,,,,,,
5/28/2020 4:18 pm PDT,1266146738349506560,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1266146738349506560,"📣 Bonus Episode of #CreativeMind!

In this bonus episode Ilse Metchek, the President of the California Fashion Association, joins us to discuss the business of fashion! Listen now: https://t.co/dn8Bg9NFTx",https://bit.ly/2Xy6Bpe,"1,388",,,,,,"18,523",0.3%,4,0,0,,,,,,0,0,,2,2,4,0,,,,,,,,,,,,,,"FSH, Industry Spotlight, creative mind"
10/6/2020 8:10 pm PDT,1313677933257650176,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1313677933257650176,".@JungSaemMool was a makeup artist before she attended #ArtU, but it was her time at our School of Fine Arts that helped upgrade her skills. See how Jung has taken the Korean makeup scene by storm: https://t.co/zxZPMmwzm1",https://bit.ly/3nmwft9,"1,017",,,,,,"18,482",0.3%,3,1,1,,,,,,0,0,,2,0,2,0,,,,,,,,,,,,,,"FA, alumni success, website"
10/30/2020 9:51 pm PDT,1322400659489148929,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1322400659489148929,"Eda Kaban was born &amp; raised in Turkey with a great passion for drawing, reading, and monkey bars. She has traveled the globe and landed in the States where she earned her illustration degree at #ArtU and became a children’s book illustrator. Full story: https://t.co/ZlwDaR5F5Z",https://bit.ly/31Wt1nb,"1,013",,,,,,"18,477",0.3%,3,0,0,,,,,,0,0,,2,1,3,0,,,,,,,,,,,,,,"ILL, alumni success, creative mind"
10/13/2020 11:10 am PDT,1316078774174220288,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1316078774174220288,"#ArtU alum Johnny Quan sat down with @nypl to discuss his life as an illustrator, DJ-ing and how he finds opportunity. Full interview: https://t.co/LlPpuRTU1U",https://on.nypl.org/3dcXzFs,674,,,,,,"18,478",0.3%,2,0,0,,,,,,0,0,,1,1,2,0,,,,,,,,,,,,,,"ILL, alumni success"
1/12/2020 7:19 am PST,1216379064514158596,Twitter,Tweet,Photo,academy_of_art,Tiffany Liao,https://twitter.com/academy_of_art/status/1216379064514158596,"As we celebrate #2020, we also look back on what we did last year. 🎉 What was your favorite moment or project from school? Tag us and use #ArtUFaves to be featured! https://t.co/590HkutFZV",https://twitter.com/academy_of_art/status/1216379064514158596/photo/1,"2,675",,,,,,"18,284",0.3%,8,2,2,,,,,,0,0,,,6,6,0,,,,,,,,,,,,,,ArtU
11/3/2020 4:13 pm PST,1323780254079557634,Twitter,Tweet,Link,academy_of_art,Jennifer Sacoolas,https://twitter.com/academy_of_art/status/1323780254079557634,"📷 Animation &amp; Visual Effects' Ali Yassin

Check out their animated short that got them the title of Runner Up: Animation and Visual Effects, VFX Short at our Spring Show. Watch it here: https://t.co/ARGd8ThEWL",https://bit.ly/2GdeZpq,989,,,,,,"18,478",0.3%,3,0,0,,,,,,0,0,,2,1,3,0,,,,,,,,,,,,,,"ANM, Student Work, spring show"
